LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NLD,PPP,TOT,NATUSD,A,1965,1.01836,
NLD,PPP,TOT,NATUSD,A,1966,1.042898,
NLD,PPP,TOT,NATUSD,A,1967,1.05645,
NLD,PPP,TOT,NATUSD,A,1968,1.049738,
NLD,PPP,TOT,NATUSD,A,1969,1.062781,
NLD,PPP,TOT,NATUSD,A,1970,1.087274,
NLD,PPP,TOT,NATUSD,A,1971,1.125538,
NLD,PPP,TOT,NATUSD,A,1972,1.178578,
NLD,PPP,TOT,NATUSD,A,1973,1.215806,
NLD,PPP,TOT,NATUSD,A,1974,1.216974,
NLD,PPP,TOT,NATUSD,A,1975,1.232321,
NLD,PPP,TOT,NATUSD,A,1976,1.271627,
NLD,PPP,TOT,NATUSD,A,1977,1.27388,
NLD,PPP,TOT,NATUSD,A,1978,1.254216,
NLD,PPP,TOT,NATUSD,A,1979,1.205762,
NLD,PPP,TOT,NATUSD,A,1980,1.153146,
NLD,PPP,TOT,NATUSD,A,1981,1.122073,
NLD,PPP,TOT,NATUSD,A,1982,1.105379,
NLD,PPP,TOT,NATUSD,A,1983,1.078164,
NLD,PPP,TOT,NATUSD,A,1984,1.065241,
NLD,PPP,TOT,NATUSD,A,1985,1.041152,
NLD,PPP,TOT,NATUSD,A,1986,1.022722,
NLD,PPP,TOT,NATUSD,A,1987,0.98683,
NLD,PPP,TOT,NATUSD,A,1988,0.961266,
NLD,PPP,TOT,NATUSD,A,1989,0.937764,
NLD,PPP,TOT,NATUSD,A,1990,0.918417,
NLD,PPP,TOT,NATUSD,A,1991,0.916537,
NLD,PPP,TOT,NATUSD,A,1992,0.918475,
NLD,PPP,TOT,NATUSD,A,1993,0.911461,
NLD,PPP,TOT,NATUSD,A,1994,0.910878,
NLD,PPP,TOT,NATUSD,A,1995,0.91069,
NLD,PPP,TOT,NATUSD,A,1996,0.906504,
NLD,PPP,TOT,NATUSD,A,1997,0.909174,
NLD,PPP,TOT,NATUSD,A,1998,0.9067,
NLD,PPP,TOT,NATUSD,A,1999,0.906357,
NLD,PPP,TOT,NATUSD,A,2000,0.890569,
NLD,PPP,TOT,NATUSD,A,2001,0.903954,
NLD,PPP,TOT,NATUSD,A,2002,0.900863,
NLD,PPP,TOT,NATUSD,A,2003,0.926593,
NLD,PPP,TOT,NATUSD,A,2004,0.908296,
NLD,PPP,TOT,NATUSD,A,2005,0.897139,
NLD,PPP,TOT,NATUSD,A,2006,0.872708,
NLD,PPP,TOT,NATUSD,A,2007,0.86118,
NLD,PPP,TOT,NATUSD,A,2008,0.847775,
NLD,PPP,TOT,NATUSD,A,2009,0.848322,
NLD,PPP,TOT,NATUSD,A,2010,0.853283,
NLD,PPP,TOT,NATUSD,A,2011,0.836065,
NLD,PPP,TOT,NATUSD,A,2012,0.824408,
NLD,PPP,TOT,NATUSD,A,2013,0.798166,
NLD,PPP,TOT,NATUSD,A,2014,0.808798,
NLD,PPP,TOT,NATUSD,A,2015,0.814614,
NLD,PPP,TOT,NATUSD,A,2016,0.816371,
NZL,PPP,TOT,NATUSD,A,1960,0.481728,
NZL,PPP,TOT,NATUSD,A,1961,0.460293,
NZL,PPP,TOT,NATUSD,A,1962,0.476968,
NZL,PPP,TOT,NATUSD,A,1963,0.480126,
NZL,PPP,TOT,NATUSD,A,1964,0.490676,
NZL,PPP,TOT,NATUSD,A,1965,0.486977,
NZL,PPP,TOT,NATUSD,A,1966,0.459276,
NZL,PPP,TOT,NATUSD,A,1967,0.485299,
NZL,PPP,TOT,NATUSD,A,1968,0.489692,
NZL,PPP,TOT,NATUSD,A,1969,0.469908,
NZL,PPP,TOT,NATUSD,A,1970,0.533402,
NZL,PPP,TOT,NATUSD,A,1971,0.565762,
NZL,PPP,TOT,NATUSD,A,1972,0.586799,
NZL,PPP,TOT,NATUSD,A,1973,0.619022,
NZL,PPP,TOT,NATUSD,A,1974,0.591646,
NZL,PPP,TOT,NATUSD,A,1975,0.591408,
NZL,PPP,TOT,NATUSD,A,1976,0.684347,
NZL,PPP,TOT,NATUSD,A,1977,0.773172,
NZL,PPP,TOT,NATUSD,A,1978,0.784453,
NZL,PPP,TOT,NATUSD,A,1979,0.853433,
NZL,PPP,TOT,NATUSD,A,1980,0.902602,
NZL,PPP,TOT,NATUSD,A,1981,0.974232,
NZL,PPP,TOT,NATUSD,A,1982,1.005726,
NZL,PPP,TOT,NATUSD,A,1983,1.029848,
NZL,PPP,TOT,NATUSD,A,1984,1.054797,
NZL,PPP,TOT,NATUSD,A,1985,1.1792,
NZL,PPP,TOT,NATUSD,A,1986,1.332697,
NZL,PPP,TOT,NATUSD,A,1987,1.470109,
NZL,PPP,TOT,NATUSD,A,1988,1.535131,
NZL,PPP,TOT,NATUSD,A,1989,1.548634,
NZL,PPP,TOT,NATUSD,A,1990,1.537799,
NZL,PPP,TOT,NATUSD,A,1991,1.492483,
NZL,PPP,TOT,NATUSD,A,1992,1.487289,
NZL,PPP,TOT,NATUSD,A,1993,1.483727,
NZL,PPP,TOT,NATUSD,A,1994,1.464707,
NZL,PPP,TOT,NATUSD,A,1995,1.463208,
NZL,PPP,TOT,NATUSD,A,1996,1.46695,
NZL,PPP,TOT,NATUSD,A,1997,1.448704,
NZL,PPP,TOT,NATUSD,A,1998,1.4486,
NZL,PPP,TOT,NATUSD,A,1999,1.43466,
NZL,PPP,TOT,NATUSD,A,2000,1.444234,
NZL,PPP,TOT,NATUSD,A,2001,1.473046,
NZL,PPP,TOT,NATUSD,A,2002,1.468962,
NZL,PPP,TOT,NATUSD,A,2003,1.497326,
NZL,PPP,TOT,NATUSD,A,2004,1.507339,
NZL,PPP,TOT,NATUSD,A,2005,1.535,
NZL,PPP,TOT,NATUSD,A,2006,1.48125,
NZL,PPP,TOT,NATUSD,A,2007,1.505306,
NZL,PPP,TOT,NATUSD,A,2008,1.490709,
NZL,PPP,TOT,NATUSD,A,2009,1.470552,
NZL,PPP,TOT,NATUSD,A,2010,1.495532,
NZL,PPP,TOT,NATUSD,A,2011,1.485915,
NZL,PPP,TOT,NATUSD,A,2012,1.495622,
NZL,PPP,TOT,NATUSD,A,2013,1.445979,
NZL,PPP,TOT,NATUSD,A,2014,1.44073,
NZL,PPP,TOT,NATUSD,A,2015,1.46368,
NZL,PPP,TOT,NATUSD,A,2016,1.468078,
NOR,PPP,TOT,NATUSD,A,1960,6.181021,
NOR,PPP,TOT,NATUSD,A,1961,6.283565,
NOR,PPP,TOT,NATUSD,A,1962,6.435664,
NOR,PPP,TOT,NATUSD,A,1963,6.558047,
NOR,PPP,TOT,NATUSD,A,1964,6.746634,
NOR,PPP,TOT,NATUSD,A,1965,6.87698,
NOR,PPP,TOT,NATUSD,A,1966,6.909397,
NOR,PPP,TOT,NATUSD,A,1967,6.915687,
NOR,PPP,TOT,NATUSD,A,1968,6.886754,
NOR,PPP,TOT,NATUSD,A,1969,6.822766,
NOR,PPP,TOT,NATUSD,A,1970,7.009588,
NOR,PPP,TOT,NATUSD,A,1971,7.096749,
NOR,PPP,TOT,NATUSD,A,1972,7.177578,
NOR,PPP,TOT,NATUSD,A,1973,7.398299,
NOR,PPP,TOT,NATUSD,A,1974,7.560413,
NOR,PPP,TOT,NATUSD,A,1975,7.534382,
NOR,PPP,TOT,NATUSD,A,1976,7.702343,
NOR,PPP,TOT,NATUSD,A,1977,7.844978,
NOR,PPP,TOT,NATUSD,A,1978,7.789244,
NOR,PPP,TOT,NATUSD,A,1979,7.605498,
NOR,PPP,TOT,NATUSD,A,1980,7.892055,
NOR,PPP,TOT,NATUSD,A,1981,8.147793,
NOR,PPP,TOT,NATUSD,A,1982,8.47816,
NOR,PPP,TOT,NATUSD,A,1983,8.723988,
NOR,PPP,TOT,NATUSD,A,1984,8.948243,
NOR,PPP,TOT,NATUSD,A,1985,9.12152,
NOR,PPP,TOT,NATUSD,A,1986,8.891871,
NOR,PPP,TOT,NATUSD,A,1987,9.296797,
NOR,PPP,TOT,NATUSD,A,1988,9.419642,
NOR,PPP,TOT,NATUSD,A,1989,9.575965,
NOR,PPP,TOT,NATUSD,A,1990,9.586333,
NOR,PPP,TOT,NATUSD,A,1991,9.48272,
NOR,PPP,TOT,NATUSD,A,1992,9.212065,
NOR,PPP,TOT,NATUSD,A,1993,9.204274,
NOR,PPP,TOT,NATUSD,A,1994,8.998422,
NOR,PPP,TOT,NATUSD,A,1995,9.084435,
NOR,PPP,TOT,NATUSD,A,1996,8.986894,
NOR,PPP,TOT,NATUSD,A,1997,9.061531,
NOR,PPP,TOT,NATUSD,A,1998,9.320111,
NOR,PPP,TOT,NATUSD,A,1999,9.283739,
NOR,PPP,TOT,NATUSD,A,2000,9.086746,
NOR,PPP,TOT,NATUSD,A,2001,9.165571,
NOR,PPP,TOT,NATUSD,A,2002,9.05673,
NOR,PPP,TOT,NATUSD,A,2003,9.208315,
NOR,PPP,TOT,NATUSD,A,2004,9.130702,
NOR,PPP,TOT,NATUSD,A,2005,9.005204,
NOR,PPP,TOT,NATUSD,A,2006,8.788096,
NOR,PPP,TOT,NATUSD,A,2007,8.933115,
NOR,PPP,TOT,NATUSD,A,2008,8.859281,
NOR,PPP,TOT,NATUSD,A,2009,9.083681,
NOR,PPP,TOT,NATUSD,A,2010,9.143046,
NOR,PPP,TOT,NATUSD,A,2011,9.082736,
NOR,PPP,TOT,NATUSD,A,2012,9.037085,
NOR,PPP,TOT,NATUSD,A,2013,9.029349,
NOR,PPP,TOT,NATUSD,A,2014,9.278458,
NOR,PPP,TOT,NATUSD,A,2015,9.73337,
NOR,PPP,TOT,NATUSD,A,2016,10.125703,
POL,PPP,TOT,NATUSD,A,1990,0.266174,
POL,PPP,TOT,NATUSD,A,1991,0.399939,
POL,PPP,TOT,NATUSD,A,1992,0.54206,
POL,PPP,TOT,NATUSD,A,1993,0.691705,
POL,PPP,TOT,NATUSD,A,1994,0.929475,
POL,PPP,TOT,NATUSD,A,1995,1.165223,
POL,PPP,TOT,NATUSD,A,1996,1.352816,
POL,PPP,TOT,NATUSD,A,1997,1.513842,
POL,PPP,TOT,NATUSD,A,1998,1.656379,
POL,PPP,TOT,NATUSD,A,1999,1.737656,
POL,PPP,TOT,NATUSD,A,2000,1.833204,
POL,PPP,TOT,NATUSD,A,2001,1.83531,
POL,PPP,TOT,NATUSD,A,2002,1.799795,
POL,PPP,TOT,NATUSD,A,2003,1.80659,
POL,PPP,TOT,NATUSD,A,2004,1.831058,
POL,PPP,TOT,NATUSD,A,2005,1.867595,
POL,PPP,TOT,NATUSD,A,2006,1.852134,
POL,PPP,TOT,NATUSD,A,2007,1.85605,
POL,PPP,TOT,NATUSD,A,2008,1.842243,
POL,PPP,TOT,NATUSD,A,2009,1.869109,
POL,PPP,TOT,NATUSD,A,2010,1.803201,
POL,PPP,TOT,NATUSD,A,2011,1.801424,
POL,PPP,TOT,NATUSD,A,2012,1.796168,
POL,PPP,TOT,NATUSD,A,2013,1.762045,
POL,PPP,TOT,NATUSD,A,2014,1.767142,
POL,PPP,TOT,NATUSD,A,2015,1.781154,
POL,PPP,TOT,NATUSD,A,2016,1.78759,
PRT,PPP,TOT,NATUSD,A,1960,0.064239,
PRT,PPP,TOT,NATUSD,A,1961,0.064913,
PRT,PPP,TOT,NATUSD,A,1962,0.063312,
PRT,PPP,TOT,NATUSD,A,1963,0.063903,
PRT,PPP,TOT,NATUSD,A,1964,0.063896,
PRT,PPP,TOT,NATUSD,A,1965,0.064586,
PRT,PPP,TOT,NATUSD,A,1966,0.065693,
PRT,PPP,TOT,NATUSD,A,1967,0.066374,
PRT,PPP,TOT,NATUSD,A,1968,0.064355,
PRT,PPP,TOT,NATUSD,A,1969,0.065716,
PRT,PPP,TOT,NATUSD,A,1970,0.063471,
PRT,PPP,TOT,NATUSD,A,1971,0.063434,
PRT,PPP,TOT,NATUSD,A,1972,0.065547,
PRT,PPP,TOT,NATUSD,A,1973,0.068048,
PRT,PPP,TOT,NATUSD,A,1974,0.074219,
PRT,PPP,TOT,NATUSD,A,1975,0.078953,
PRT,PPP,TOT,NATUSD,A,1976,0.087025,
PRT,PPP,TOT,NATUSD,A,1977,0.103575,
PRT,PPP,TOT,NATUSD,A,1978,0.118408,
PRT,PPP,TOT,NATUSD,A,1979,0.130638,
PRT,PPP,TOT,NATUSD,A,1980,0.14488,
PRT,PPP,TOT,NATUSD,A,1981,0.155841,
PRT,PPP,TOT,NATUSD,A,1982,0.177099,
PRT,PPP,TOT,NATUSD,A,1983,0.212292,
PRT,PPP,TOT,NATUSD,A,1984,0.255608,
PRT,PPP,TOT,NATUSD,A,1985,0.301515,
PRT,PPP,TOT,NATUSD,A,1986,0.355996,
PRT,PPP,TOT,NATUSD,A,1987,0.382189,
PRT,PPP,TOT,NATUSD,A,1988,0.410491,
PRT,PPP,TOT,NATUSD,A,1989,0.436672,
PRT,PPP,TOT,NATUSD,A,1990,0.476446,
PRT,PPP,TOT,NATUSD,A,1991,0.507606,
PRT,PPP,TOT,NATUSD,A,1992,0.553098,
PRT,PPP,TOT,NATUSD,A,1993,0.580095,
PRT,PPP,TOT,NATUSD,A,1994,0.609345,
PRT,PPP,TOT,NATUSD,A,1995,0.617361,
PRT,PPP,TOT,NATUSD,A,1996,0.629236,
PRT,PPP,TOT,NATUSD,A,1997,0.641503,
PRT,PPP,TOT,NATUSD,A,1998,0.65733,
PRT,PPP,TOT,NATUSD,A,1999,0.660642,
PRT,PPP,TOT,NATUSD,A,2000,0.661129,
PRT,PPP,TOT,NATUSD,A,2001,0.670215,
PRT,PPP,TOT,NATUSD,A,2002,0.672081,
PRT,PPP,TOT,NATUSD,A,2003,0.670586,
PRT,PPP,TOT,NATUSD,A,2004,0.676521,
PRT,PPP,TOT,NATUSD,A,2005,0.664259,
PRT,PPP,TOT,NATUSD,A,2006,0.640738,
PRT,PPP,TOT,NATUSD,A,2007,0.647554,
PRT,PPP,TOT,NATUSD,A,2008,0.636148,
PRT,PPP,TOT,NATUSD,A,2009,0.627313,
PRT,PPP,TOT,NATUSD,A,2010,0.622565,
PRT,PPP,TOT,NATUSD,A,2011,0.623083,
PRT,PPP,TOT,NATUSD,A,2012,0.605398,
PRT,PPP,TOT,NATUSD,A,2013,0.583607,
PRT,PPP,TOT,NATUSD,A,2014,0.578868,
PRT,PPP,TOT,NATUSD,A,2015,0.587806,
PRT,PPP,TOT,NATUSD,A,2016,0.58596,
SVK,PPP,TOT,NATUSD,A,1992,0.315078,
SVK,PPP,TOT,NATUSD,A,1993,0.355047,
SVK,PPP,TOT,NATUSD,A,1994,0.394402,
SVK,PPP,TOT,NATUSD,A,1995,0.424558,
SVK,PPP,TOT,NATUSD,A,1996,0.436517,
SVK,PPP,TOT,NATUSD,A,1997,0.450672,
SVK,PPP,TOT,NATUSD,A,1998,0.466449,
SVK,PPP,TOT,NATUSD,A,1999,0.494406,
SVK,PPP,TOT,NATUSD,A,2000,0.516462,
SVK,PPP,TOT,NATUSD,A,2001,0.51518,
SVK,PPP,TOT,NATUSD,A,2002,0.521518,
SVK,PPP,TOT,NATUSD,A,2003,0.544988,
SVK,PPP,TOT,NATUSD,A,2004,0.564801,
SVK,PPP,TOT,NATUSD,A,2005,0.564715,
SVK,PPP,TOT,NATUSD,A,2006,0.5551,
SVK,PPP,TOT,NATUSD,A,2007,0.554393,
SVK,PPP,TOT,NATUSD,A,2008,0.53743,
SVK,PPP,TOT,NATUSD,A,2009,0.51555,
SVK,PPP,TOT,NATUSD,A,2010,0.501637,
SVK,PPP,TOT,NATUSD,A,2011,0.506407,
SVK,PPP,TOT,NATUSD,A,2012,0.504542,
SVK,PPP,TOT,NATUSD,A,2013,0.491124,
SVK,PPP,TOT,NATUSD,A,2014,0.485412,
SVK,PPP,TOT,NATUSD,A,2015,0.492728,
SVK,PPP,TOT,NATUSD,A,2016,0.490581,
ESP,PPP,TOT,NATUSD,A,1960,0.131135,
ESP,PPP,TOT,NATUSD,A,1961,0.133076,
ESP,PPP,TOT,NATUSD,A,1962,0.138027,
ESP,PPP,TOT,NATUSD,A,1963,0.146707,
ESP,PPP,TOT,NATUSD,A,1964,0.153136,
ESP,PPP,TOT,NATUSD,A,1965,0.162628,
ESP,PPP,TOT,NATUSD,A,1966,0.169989,
ESP,PPP,TOT,NATUSD,A,1967,0.179352,
ESP,PPP,TOT,NATUSD,A,1968,0.181146,
ESP,PPP,TOT,NATUSD,A,1969,0.181077,
ESP,PPP,TOT,NATUSD,A,1970,0.181348,
ESP,PPP,TOT,NATUSD,A,1971,0.186126,
ESP,PPP,TOT,NATUSD,A,1972,0.193599,
ESP,PPP,TOT,NATUSD,A,1973,0.205363,
ESP,PPP,TOT,NATUSD,A,1974,0.218482,
ESP,PPP,TOT,NATUSD,A,1975,0.23352,
ESP,PPP,TOT,NATUSD,A,1976,0.257873,
ESP,PPP,TOT,NATUSD,A,1977,0.299588,
ESP,PPP,TOT,NATUSD,A,1978,0.337687,
ESP,PPP,TOT,NATUSD,A,1979,0.364749,
ESP,PPP,TOT,NATUSD,A,1980,0.379257,
ESP,PPP,TOT,NATUSD,A,1981,0.389715,
ESP,PPP,TOT,NATUSD,A,1982,0.416791,
ESP,PPP,TOT,NATUSD,A,1983,0.448611,
ESP,PPP,TOT,NATUSD,A,1984,0.480309,
ESP,PPP,TOT,NATUSD,A,1985,0.505422,
ESP,PPP,TOT,NATUSD,A,1986,0.549323,
ESP,PPP,TOT,NATUSD,A,1987,0.567497,
ESP,PPP,TOT,NATUSD,A,1988,0.580849,
ESP,PPP,TOT,NATUSD,A,1989,0.597668,
ESP,PPP,TOT,NATUSD,A,1990,0.618573,
ESP,PPP,TOT,NATUSD,A,1991,0.640164,
ESP,PPP,TOT,NATUSD,A,1992,0.667899,
ESP,PPP,TOT,NATUSD,A,1993,0.681977,
ESP,PPP,TOT,NATUSD,A,1994,0.693674,
ESP,PPP,TOT,NATUSD,A,1995,0.713023,
ESP,PPP,TOT,NATUSD,A,1996,0.723343,
ESP,PPP,TOT,NATUSD,A,1997,0.724089,
ESP,PPP,TOT,NATUSD,A,1998,0.724427,
ESP,PPP,TOT,NATUSD,A,1999,0.73921,
ESP,PPP,TOT,NATUSD,A,2000,0.739886,
ESP,PPP,TOT,NATUSD,A,2001,0.746805,
ESP,PPP,TOT,NATUSD,A,2002,0.742312,
ESP,PPP,TOT,NATUSD,A,2003,0.760158,
ESP,PPP,TOT,NATUSD,A,2004,0.766319,
ESP,PPP,TOT,NATUSD,A,2005,0.769508,
ESP,PPP,TOT,NATUSD,A,2006,0.736666,
ESP,PPP,TOT,NATUSD,A,2007,0.733245,
ESP,PPP,TOT,NATUSD,A,2008,0.725862,
ESP,PPP,TOT,NATUSD,A,2009,0.718662,
ESP,PPP,TOT,NATUSD,A,2010,0.726274,
ESP,PPP,TOT,NATUSD,A,2011,0.714129,
ESP,PPP,TOT,NATUSD,A,2012,0.694976,
ESP,PPP,TOT,NATUSD,A,2013,0.6748,
ESP,PPP,TOT,NATUSD,A,2014,0.662359,
ESP,PPP,TOT,NATUSD,A,2015,0.667852,
ESP,PPP,TOT,NATUSD,A,2016,0.662783,
SWE,PPP,TOT,NATUSD,A,1960,4.472795,
SWE,PPP,TOT,NATUSD,A,1961,4.559932,
SWE,PPP,TOT,NATUSD,A,1962,4.636998,
SWE,PPP,TOT,NATUSD,A,1963,4.696337,
SWE,PPP,TOT,NATUSD,A,1964,4.816451,
SWE,PPP,TOT,NATUSD,A,1965,4.966419,
SWE,PPP,TOT,NATUSD,A,1966,5.113278,
SWE,PPP,TOT,NATUSD,A,1967,5.219494,
SWE,PPP,TOT,NATUSD,A,1968,5.09653,
SWE,PPP,TOT,NATUSD,A,1969,5.011489,
SWE,PPP,TOT,NATUSD,A,1970,4.990484,
SWE,PPP,TOT,NATUSD,A,1971,5.087018,
SWE,PPP,TOT,NATUSD,A,1972,5.215935,
SWE,PPP,TOT,NATUSD,A,1973,5.294674,
SWE,PPP,TOT,NATUSD,A,1974,5.317754,
SWE,PPP,TOT,NATUSD,A,1975,5.57332,
SWE,PPP,TOT,NATUSD,A,1976,5.913039,
SWE,PPP,TOT,NATUSD,A,1977,6.15393,
SWE,PPP,TOT,NATUSD,A,1978,6.299283,
SWE,PPP,TOT,NATUSD,A,1979,6.281088,
SWE,PPP,TOT,NATUSD,A,1980,6.436531,
SWE,PPP,TOT,NATUSD,A,1981,6.40304,
SWE,PPP,TOT,NATUSD,A,1982,6.516438,
SWE,PPP,TOT,NATUSD,A,1983,6.89293,
SWE,PPP,TOT,NATUSD,A,1984,7.165041,
SWE,PPP,TOT,NATUSD,A,1985,7.387553,
SWE,PPP,TOT,NATUSD,A,1986,7.699304,
SWE,PPP,TOT,NATUSD,A,1987,7.862197,
SWE,PPP,TOT,NATUSD,A,1988,8.095425,
SWE,PPP,TOT,NATUSD,A,1989,8.409979,
SWE,PPP,TOT,NATUSD,A,1990,8.878303,
SWE,PPP,TOT,NATUSD,A,1991,9.300896,
SWE,PPP,TOT,NATUSD,A,1992,9.185934,
SWE,PPP,TOT,NATUSD,A,1993,9.170951,
SWE,PPP,TOT,NATUSD,A,1994,9.209529,
SWE,PPP,TOT,NATUSD,A,1995,9.364043,
SWE,PPP,TOT,NATUSD,A,1996,9.259689,
SWE,PPP,TOT,NATUSD,A,1997,9.33505,
SWE,PPP,TOT,NATUSD,A,1998,9.403719,
SWE,PPP,TOT,NATUSD,A,1999,9.3059,
SWE,PPP,TOT,NATUSD,A,2000,9.164443,
SWE,PPP,TOT,NATUSD,A,2001,9.392472,
SWE,PPP,TOT,NATUSD,A,2002,9.413655,
SWE,PPP,TOT,NATUSD,A,2003,9.497153,
SWE,PPP,TOT,NATUSD,A,2004,9.299447,
SWE,PPP,TOT,NATUSD,A,2005,9.479182,
SWE,PPP,TOT,NATUSD,A,2006,9.119741,
SWE,PPP,TOT,NATUSD,A,2007,8.883025,
SWE,PPP,TOT,NATUSD,A,2008,8.778986,
SWE,PPP,TOT,NATUSD,A,2009,8.920513,
SWE,PPP,TOT,NATUSD,A,2010,9.016554,
SWE,PPP,TOT,NATUSD,A,2011,8.844042,
SWE,PPP,TOT,NATUSD,A,2012,8.654768,
SWE,PPP,TOT,NATUSD,A,2013,8.597681,
SWE,PPP,TOT,NATUSD,A,2014,8.727131,
SWE,PPP,TOT,NATUSD,A,2015,8.949286,
SWE,PPP,TOT,NATUSD,A,2016,9.07675,
CHE,PPP,TOT,NATUSD,A,1960,2.189697,
CHE,PPP,TOT,NATUSD,A,1961,2.25672,
CHE,PPP,TOT,NATUSD,A,1962,2.334714,
CHE,PPP,TOT,NATUSD,A,1963,2.412528,
CHE,PPP,TOT,NATUSD,A,1964,2.495978,
CHE,PPP,TOT,NATUSD,A,1965,2.520322,
CHE,PPP,TOT,NATUSD,A,1966,2.552365,
CHE,PPP,TOT,NATUSD,A,1967,2.591622,
CHE,PPP,TOT,NATUSD,A,1968,2.547597,
CHE,PPP,TOT,NATUSD,A,1969,2.484646,
CHE,PPP,TOT,NATUSD,A,1970,2.365775,
CHE,PPP,TOT,NATUSD,A,1971,2.457486,
CHE,PPP,TOT,NATUSD,A,1972,2.586397,
CHE,PPP,TOT,NATUSD,A,1973,2.652586,
CHE,PPP,TOT,NATUSD,A,1974,2.60268,
CHE,PPP,TOT,NATUSD,A,1975,2.551978,
CHE,PPP,TOT,NATUSD,A,1976,2.48523,
CHE,PPP,TOT,NATUSD,A,1977,2.346114,
CHE,PPP,TOT,NATUSD,A,1978,2.271393,
CHE,PPP,TOT,NATUSD,A,1979,2.139889,
CHE,PPP,TOT,NATUSD,A,1980,2.015996,
CHE,PPP,TOT,NATUSD,A,1981,1.948232,
CHE,PPP,TOT,NATUSD,A,1982,1.969223,
CHE,PPP,TOT,NATUSD,A,1983,1.939263,
CHE,PPP,TOT,NATUSD,A,1984,1.943223,
CHE,PPP,TOT,NATUSD,A,1985,1.925732,
CHE,PPP,TOT,NATUSD,A,1986,1.944929,
CHE,PPP,TOT,NATUSD,A,1987,1.938143,
CHE,PPP,TOT,NATUSD,A,1988,1.924835,
CHE,PPP,TOT,NATUSD,A,1989,1.916876,
CHE,PPP,TOT,NATUSD,A,1990,1.933595,
CHE,PPP,TOT,NATUSD,A,1991,1.972529,
CHE,PPP,TOT,NATUSD,A,1992,1.969542,
CHE,PPP,TOT,NATUSD,A,1993,1.968441,
CHE,PPP,TOT,NATUSD,A,1994,1.950251,
CHE,PPP,TOT,NATUSD,A,1995,1.9245,
CHE,PPP,TOT,NATUSD,A,1996,1.889364,
CHE,PPP,TOT,NATUSD,A,1997,1.844733,
CHE,PPP,TOT,NATUSD,A,1998,1.829112,
CHE,PPP,TOT,NATUSD,A,1999,1.802836,
CHE,PPP,TOT,NATUSD,A,2000,1.788924,
CHE,PPP,TOT,NATUSD,A,2001,1.766933,
CHE,PPP,TOT,NATUSD,A,2002,1.70976,
CHE,PPP,TOT,NATUSD,A,2003,1.717268,
CHE,PPP,TOT,NATUSD,A,2004,1.692743,
CHE,PPP,TOT,NATUSD,A,2005,1.686548,
CHE,PPP,TOT,NATUSD,A,2006,1.6003,
CHE,PPP,TOT,NATUSD,A,2007,1.533879,
CHE,PPP,TOT,NATUSD,A,2008,1.493049,
CHE,PPP,TOT,NATUSD,A,2009,1.470024,
CHE,PPP,TOT,NATUSD,A,2010,1.464752,
CHE,PPP,TOT,NATUSD,A,2011,1.397498,
CHE,PPP,TOT,NATUSD,A,2012,1.354072,
CHE,PPP,TOT,NATUSD,A,2013,1.312477,
CHE,PPP,TOT,NATUSD,A,2014,1.281761,
CHE,PPP,TOT,NATUSD,A,2015,1.240107,
CHE,PPP,TOT,NATUSD,A,2016,1.231958,
TUR,PPP,TOT,NATUSD,A,1960,0.000004,
TUR,PPP,TOT,NATUSD,A,1961,0.000005,
TUR,PPP,TOT,NATUSD,A,1962,0.000005,
TUR,PPP,TOT,NATUSD,A,1963,0.000005,
TUR,PPP,TOT,NATUSD,A,1964,0.000005,
TUR,PPP,TOT,NATUSD,A,1965,0.000005,
TUR,PPP,TOT,NATUSD,A,1966,0.000005,
TUR,PPP,TOT,NATUSD,A,1967,0.000006,
TUR,PPP,TOT,NATUSD,A,1968,0.000006,
TUR,PPP,TOT,NATUSD,A,1969,0.000006,
TUR,PPP,TOT,NATUSD,A,1970,0.000005,
TUR,PPP,TOT,NATUSD,A,1971,0.000005,
TUR,PPP,TOT,NATUSD,A,1972,0.000005,
TUR,PPP,TOT,NATUSD,A,1973,0.000006,
TUR,PPP,TOT,NATUSD,A,1974,0.000007,
TUR,PPP,TOT,NATUSD,A,1975,0.000008,
TUR,PPP,TOT,NATUSD,A,1976,0.000009,
TUR,PPP,TOT,NATUSD,A,1977,0.00001,
TUR,PPP,TOT,NATUSD,A,1978,0.000014,
TUR,PPP,TOT,NATUSD,A,1979,0.000023,
TUR,PPP,TOT,NATUSD,A,1980,0.000039,
TUR,PPP,TOT,NATUSD,A,1981,0.000052,
TUR,PPP,TOT,NATUSD,A,1982,0.000063,
TUR,PPP,TOT,NATUSD,A,1983,0.000076,
TUR,PPP,TOT,NATUSD,A,1984,0.000109,
TUR,PPP,TOT,NATUSD,A,1985,0.000162,
TUR,PPP,TOT,NATUSD,A,1986,0.000216,
TUR,PPP,TOT,NATUSD,A,1987,0.000281,
TUR,PPP,TOT,NATUSD,A,1988,0.00046,
TUR,PPP,TOT,NATUSD,A,1989,0.000777,
TUR,PPP,TOT,NATUSD,A,1990,0.001186,
TUR,PPP,TOT,NATUSD,A,1991,0.001823,
TUR,PPP,TOT,NATUSD,A,1992,0.002918,
TUR,PPP,TOT,NATUSD,A,1993,0.004782,
TUR,PPP,TOT,NATUSD,A,1994,0.009667,
TUR,PPP,TOT,NATUSD,A,1995,0.017727,
